PCP,TMPMX,TMPMN,SOLAR,RH,WIND,DewTmp,
0,8.355,-6.687,18.206,0.881,2.041,0,
3.147,8.666,1.993,2.942,0.967,3.596,0,
1.454,14.787,8.817,3.907,0.959,3.01,0,
2.087,18.479,14.6,2.895,0.949,5.123,0,
11.155,21.647,14.292,13.739,0.879,3.966,0,
9.884,15.581,1.592,2.733,0.926,5.433,0,
1.765,9.366,-1.446,17.378,0.777,7.849,0,
0,14.285,-1.165,19.297,0.663,2.884,0,
0.055,15.5,4.125,16.47,0.712,4.06,0,
4.796,14.141,9.044,14.849,0.84,5.56,0,
0,17.864,3.608,18.734,0.823,2.104,0,
7.97E-01,14.323,8.699,5.273,0.865,4.599,0,
33.979,17.492,9.14,17.099,0.838,5.628,0,
0.041,10.169,0.198,19.725,0.696,5.11,0,
0,14.975,-1.085,20.306,0.621,2.289,0,
0,19.506,3.617,20.371,0.715,2.576,0,
2.959,16.996,7.731,15.771,0.734,3.444,0,
0.173,17.477,3.276,19.89,0.784,2.708,0,
0.47,18.672,10.785,6.851,0.814,5.243,0,
4.853,12.411,5.375,8.657,0.824,4.711,0,
0.007,18.532,1.17,20.198,0.727,2.526,0,
0.031,19.831,6.661,19.308,0.691,3.498,0,
0.118,18.902,10.035,9.588,0.766,5.78,0,
0.003,17.168,8.382,19.902,0.697,4.696,0,
1.095,11.758,7.419,4.868,0.738,3.009,0,
46.867,8.751,6,1.195,0.95,3.417,0,
6.93,15.722,7.5,3.389,0.957,4.392,0,
2.532,19.913,15.828,3.509,0.921,6.225,0,
24.268,23.257,17.964,14.52,0.914,4.302,0,
3.893,23.265,16.956,19.433,0.861,3.928,0,
8.755,21.074,14.367,14.411,0.902,3.13,0,
3.008,20.997,15.862,10.086,0.893,4.272,0,
0.151,18.034,8.116,7.429,0.69,6.89,0,
0.007,12.262,2.704,20.352,0.691,5.206,0,
0,18.755,1.038,23.386,0.61,2.031,0,
0,22.308,9.273,22.962,0.687,4.736,0,
1.263,18.746,13.638,6.686,0.854,3.539,0,
0.821,22.518,15.146,5.574,0.886,4.403,0,
1.732,21.874,17.397,5.24,0.832,6.117,0,
11.325,19.518,18.23,1.716,0.929,4.924,0,
3.416,19.013,14.899,4.911,0.955,2.08,0,
23.895,19.847,16.813,2.025,0.958,4.452,0,
8.823,17.588,6.727,7.106,0.879,3.376,0,
4.086,12.216,10.242,3.733,0.952,3.083,0,
1.502,14.124,5.484,18.519,0.855,3.16,0,
0,20.67,2.51,24.87,0.753,2.283,0,
0,24.368,9.475,24.883,0.731,2.648,0,
0.542,20.325,10.374,9.986,0.74,3.502,0,
6.952,22.386,15.647,3.533,0.95,4.692,0,
0.058,20.684,6.334,23.214,0.78,2.871,0,
0.259,25.869,11.633,21.339,0.748,4.527,0,
6.199,22.837,17.893,10.912,0.787,5.826,0,
0.003,24.369,13.219,25.21,0.571,3.934,0,
0,21.491,12.097,25.763,0.617,3.2,0,
0,26.182,8.026,26.156,0.686,1.567,0,
0,28.095,10.813,26.05,0.659,1.796,0,
0,28.53,12.326,25.99,0.609,2.54,0,
0.213,26.431,15.627,15.823,0.712,3.429,0,
25.636,24.14,13.684,13.108,0.855,4.739,0,
5.129,26.235,16.763,19.978,0.864,3.5,0,
14.698,21.116,17.597,4.883,0.963,3.051,0,
0.989,21.897,14.168,10.362,0.912,3.043,0,
2.723,19.185,14.998,5.476,0.93,3.801,0,
15.783,18.774,14.241,6.406,0.923,4.316,0,
0.027,27.049,10.264,24.698,0.798,1.386,0,
0,28.151,15.21,26.534,0.75,3.266,0,
1.861,25.11,11.344,20.483,0.769,4.181,0,
2.194,19.089,7.541,9.55,0.727,2.331,0,
2.328,20.523,6.362,24.857,0.704,3.146,0,
7.821,18.132,9.16,16.249,0.862,2.691,0,
0.192,25.35,7.179,23.296,0.784,1.421,0,
3.008,20.826,13.01,7.108,0.859,2.497,0,
4.467,29.578,16.511,22.549,0.833,4.082,0,
4.765,27.942,18.897,16.546,0.85,3.596,0,
26.645,22.853,9.545,5.666,0.931,4.835,0,
0.216,22.332,9.178,25.575,0.769,2.456,0,
0,26.187,10.871,28.742,0.774,3.038,0,
0,29.136,14.437,28.461,0.707,4.91,0,
0.003,29.597,17.158,27.789,0.696,4.685,0,
0,29.889,16.278,28.211,0.66,4.02,0,
1.366,31.826,20.224,20.074,0.743,3.981,0,
31.225,27.433,11.523,6.014,0.952,3.973,0,
6.468,21.273,7.91,26.323,0.757,3.801,0,
0,24.849,8.404,29.199,0.658,1.972,0,
0,27.283,11.259,29.169,0.665,1.993,0,
0,29.215,12.206,28.903,0.673,1.841,0,
0,30.518,14.296,28.692,0.635,1.884,0,
0,28.901,15.711,23.392,0.62,2.563,0,
0,29.206,17.171,26.688,0.677,2.771,0,
2.14E+00,30.599,18.209,28.107,0.697,4.051,0,
0.00E+00,29.47,19.739,24.058,0.688,4.335,0,
14.811,28.178,19.888,17.002,0.775,3.54,0,
77.467,22.892,17.312,18.358,0.91,3.822,0,
5.788,27.168,17.33,21.74,0.857,3.232,0,
0,24.508,14.442,29.638,0.675,3.974,0,
0.00E+00,23.086,10.574,30.298,0.615,2.843,0,
0.00E+00,25.29,9.533,18.889,0.626,2.075,0,
2.262,28.95,17.744,25.362,0.72,4.472,0,
1.071,30.068,20.416,23.121,0.792,3.337,0,
4.086,30.229,19.011,18.318,0.846,3.268,0,
8.801,27.922,19.203,12.696,0.888,2.347,0,
0.22,28.292,16.443,22.095,0.832,1.786,0,
4.201,30.096,17.577,22.67,0.863,2.316,0,
10.21,25.098,20.556,15.376,0.946,1.833,0,
1.931,23.074,18.793,8.033,0.918,1.998,0,
0.041,33.218,14.068,26.625,0.78,0.838,0,
16.706,29.147,20.281,11.022,0.91,2.109,0,
14.438,28.328,21.677,18.601,0.915,4.086,0,
2.584,33.297,23.228,28.542,0.771,5.403,0,
0,34.803,22.45,28.794,0.683,4.296,0,
0.783,33.01,20.484,28.504,0.711,2.975,0,
0,30.858,17.53,22.765,0.705,4.363,0,
0,26.473,13.784,30.597,0.59,3.671,0,
0,29.911,11.228,30.226,0.664,1.333,0,
0,31.859,13.771,30.009,0.582,1.518,0,
0.00E+00,32.266,16.348,29.786,0.568,2.627,0,
0.00E+00,32.013,18.131,29.567,0.589,2.811,0,
0,32.516,19.13,29.606,0.618,3.041,0,
0,32.375,20.162,29.522,0.613,3.745,0,
0,33.439,20.325,28.84,0.603,4.341,0,
0,33.814,23.508,26.425,0.61,4.701,0,
0.204,35.439,24.492,28.047,0.641,4.382,0,
0.755,35.938,23.958,28.81,0.626,3.329,0,
0.051,35.624,23.96,28.038,0.592,3.039,0,
0,35.366,23.078,28.324,0.573,3.313,0,
0,37.381,22.573,28.246,0.557,2.253,0,
10.078,33.29,22.682,25.265,0.757,2.549,0,
2.46,31.905,20.458,28.121,0.762,2.172,0,
0.158,34.435,18.999,29.025,0.628,1.929,0,
0,35.424,20.455,29.153,0.596,2.302,0,
0,38.184,23.377,28.77,0.548,2.466,0,
0,38.075,24.031,27.687,0.539,2.133,0,
0,36.655,24.256,28.224,0.48,3.9,0,
0,36.02,23.017,28.875,0.486,4.369,0,
0,36.43,23.614,29.155,0.541,3.618,0,
0,37.266,24.442,28.813,0.553,3.81,0,
0.007,35.327,25.158,22.63,0.573,2.975,0,
7.589,30.942,22.077,25.909,0.805,1.53,0,
8.454,32.928,21.997,24.799,0.812,1.803,0,
2.25,36.741,21.782,28.306,0.737,2.026,0,
1.291,36.477,22.516,28.357,0.712,2.567,0,
2.089,35.97,22.504,27.883,0.633,2.328,0,
0,35.877,19.997,28.811,0.577,1.99,0,
0.357,36.631,22.17,25.924,0.556,2.426,0,
0,35.499,23.659,26.617,0.568,3.161,0,
2.165,33.534,23.302,27.262,0.684,3.534,0,
10.18,33.106,23.65,26.745,0.76,3.189,0,
6.992,33.302,21.651,18.368,0.674,2.156,0,
0,39.443,19.793,24.561,0.535,0.956,0,
5.649,32.033,21.694,23.166,0.71,3.541,0,
0,33.738,20.061,27.277,0.567,2.517,0,
0,33.705,22.284,23.481,0.578,2.257,0,
0,35.715,21.077,25.365,0.491,1.798,0,
0,35.987,21.249,27.627,0.478,2.367,0,
0.00E+00,37.024,22.516,27.887,0.534,2.444,0,
0.181,34.512,22.393,23.648,0.665,3.159,0,
0.146,32.317,24.28,24.831,0.702,4.025,0,
21.181,30.453,22.569,6.821,0.835,4.15,0,
85.24,26.983,23.422,8.216,0.948,3.905,0,
7.603,33.695,23.055,25.804,0.804,3.911,0,
0.338,35.562,23.958,27.394,0.631,3.933,0,
0,36.379,23.902,27.96,0.561,4.077,0,
2.283,34.181,23.77,26.921,0.658,3.858,0,
17.23,35.448,22.951,25.266,0.748,2.047,0,
12.653,31.268,22.997,8.579,0.817,1.809,0,
1.77,34.317,22.069,23.086,0.694,2.565,0,
0,35.455,22.554,26.905,0.558,2.534,0,
0,37.872,22.116,27.21,0.517,1.822,0,
0,38.476,22.872,26.964,0.542,1.616,0,
0,36.838,22.81,26.3,0.544,2.019,0,
0.283,35.111,22.548,22.919,0.62,2.251,0,
0.628,35.046,22.061,23.401,0.625,3.155,0,
3.519,34.993,22.959,24.291,0.713,2.823,0,
0.633,31.333,23.748,20.734,0.68,2.813,0,
0,31.121,15.338,26.423,0.581,2.239,0,
0,37.1,19.659,21.743,0.649,2.231,0,
0.385,35.541,24.072,21.667,0.644,2.506,0,
0.017,37.308,24.585,18.096,0.573,1.922,0,
2.365,34.942,22.63,24.513,0.616,2.377,0,
0,36.488,21.73,25.65,0.544,2.299,0,
0,36.525,22.864,25.423,0.504,2.605,0,
0,35.543,23.799,20.951,0.561,2.997,0,
0,37.262,24.539,23.668,0.518,3.311,0,
0,36.301,24.153,21.233,0.536,3.14,0,
1.265,35.998,23.351,10.147,0.642,2.386,0,
0.69,37.461,20.962,18.152,0.635,1.411,0,
0,35.895,19.312,24.511,0.458,1.619,0,
0.01,36.111,19.726,17.722,0.515,1.792,0,
0.113,34.517,20.154,14.301,0.623,1.945,0,
0,36.671,22.854,19.253,0.562,2.02,0,
0.297,36.64,23.611,23.135,0.52,2.734,0,
0,36.799,22.868,24.11,0.557,2.834,0,
0,36.626,22.864,18.418,0.529,2.024,0,
0.093,35.586,22.349,17.127,0.558,2.157,0,
0.489,35.652,22.235,22.072,0.666,2.536,0,
0,37.977,22.39,23.678,0.638,2.445,0,
3.346,33.296,21.806,23.146,0.7,2.011,0,
7.502,33.284,20.417,23.249,0.67,1.88,0,
1.809,33.602,19.563,23.05,0.702,1.663,0,
0.076,36.975,19.994,20.996,0.604,1.76,0,
1.62,35.083,24.486,11.003,0.527,1.848,0,
0,33.495,21.587,22.083,0.462,2.723,0,
0,31.685,15.784,24.026,0.405,3.043,0,
0,33.041,15.59,23.553,0.475,2.345,0,
0.021,32.585,20.063,18.35,0.548,2.409,0,
0,32.379,19.545,20.798,0.482,2.54,0,
0.00E+00,33.338,19.638,22.918,0.443,3.885,0,
0,29.393,17.094,23.312,0.384,4.018,0,
0,27.314,13.452,22.782,0.354,3.622,0,
0,26.671,11.719,23.36,0.418,2.792,0,
0,31.065,12.499,22.641,0.47,2.38,0,
0.122,26.071,19.291,10.271,0.767,2.224,0,
7.785,23.298,19.757,6.068,0.92,2.303,0,
68.124,19.765,18.066,1.392,0.954,4.836,0,
0.335,27.826,14.616,20.119,0.71,4.289,0,
0,29.428,15.978,21.548,0.671,1.684,0,
0,28.378,15.778,19.75,0.654,2.117,0,
0,28.037,13.945,21.751,0.584,2.257,0,
0,28.275,12.645,21.745,0.58,2.005,0,
0,29.581,14.047,21.298,0.551,1.901,0,
0,30.479,15.174,21.144,0.628,1.964,0,
0,32.217,17.593,20.723,0.579,3.076,0,
0,32.422,20.69,19.66,0.672,2.649,0,
0,33.488,16.182,20.724,0.597,1.896,0,
0,36.055,19.452,20.566,0.397,2.643,0,
0,30.16,16.043,21.047,0.301,2.226,0,
0,33.773,17.815,20.249,0.389,3.105,0,
0,27.418,13.164,20.843,0.315,3.63,0,
0,29.696,9.118,20.563,0.266,2.633,0,
0,31.419,15.1,19.994,0.389,2.985,0,
0,33.144,16.947,19.827,0.384,2.979,0,
0,32.259,20.973,19.494,0.528,5.853,0,
0.827,27.128,14.597,4.067,0.674,4.929,0,
0.165,22.434,6.594,18.05,0.401,2.686,0,
0,32.098,12.499,19.226,0.31,3.585,0,
0,32.7,17.619,18.874,0.396,4.054,0,
0,26.004,17.05,18.201,0.526,4.307,0,
0,21.283,12.384,6.66,0.354,3.573,0,
0.539,22.655,12.756,6.455,0.466,3.344,0,
1.677,29.585,18.041,10.298,0.799,3.07,0,
1.257,30.892,19.279,17.266,0.731,2.681,0,
0.23,30.416,18.655,17.64,0.611,3.278,0,
0,30.475,17.896,17.509,0.594,4.931,0,
0,32.154,22.313,17.349,0.584,6.882,0,
0,31.392,22.806,17.159,0.611,6.773,0,
6.413,27.118,11.144,15.841,0.595,5.901,0,
0,21.434,8.229,18.126,0.422,2.782,0,
0,24.634,7.333,17.419,0.41,1.654,0,
0,25.958,10.511,17.411,0.365,2.319,0,
0,25.966,11.935,17.131,0.439,3.355,0,
0,27.267,15.54,16.704,0.596,5.46,0,
0.23,29.807,18.603,15.456,0.637,2.987,0,
0.024,29.208,15.674,16.061,0.718,3.037,0,
8.593,27.32,17.968,9.191,0.682,7.877,0,
41.212,18.152,7.921,15.879,0.686,4.406,0,
0,15.75,4.714,16.718,0.559,2.631,0,
0,19.239,6.016,16.422,0.505,1.98,0,
0,18.341,5.647,16.624,0.524,2.07,0,
0,18.96,5.955,16.202,0.51,2.657,0,
0.199,16.392,9.192,4.744,0.625,3.571,0,
1.011,15.227,6.182,14.716,0.709,4.069,0,
0,16.537,2.604,13.277,0.594,2.258,0,
0.163,18.371,10.214,4.58,0.67,3.694,0,
8.636,20.149,11.284,4.187,0.881,5.17,0,
0.084,11.765,3.646,14.441,0.638,4.772,0,
0,12.474,0.623,15.281,0.583,2.621,0,
0.146,9.628,1.644,9.711,0.69,2.631,0,
0,14.198,1.241,14.656,0.741,2.222,0,
0,17.364,-0.743,15.064,0.667,0.72,0,
0,18.484,4.058,14.969,0.556,2.308,0,
0,21.041,4.758,14.81,0.423,2.418,0,
0,21.612,8.197,13.923,0.485,3.119,0,
0.928,21.534,13.161,5.56,0.758,4.465,0,
0.565,22.162,17.947,2.78,0.827,4.965,0,
1.863,23.08,17.333,2.343,0.856,4.752,0,
8.18,21.74,13.491,2.45,0.802,6.119,0,
0.112,13.565,3.093,3.829,0.529,3.331,0,
0.01,12.071,-1.221,13.154,0.557,2.339,0,
0,14.177,3.258,11.333,0.559,3.07,0,
0.062,16.074,1.656,12.685,0.625,1.842,0,
0,18.129,4.045,13.676,0.538,3.25,0,
0.091,20.786,13.03,7.453,0.642,6.402,0,
0.003,12.151,2.914,13.278,0.558,5.164,0,
0,5.043,-1.841,13.753,0.389,4.62,0,
0,7.68,-5.1,13.653,0.466,2.082,0,
0,13.156,-2.103,13.652,0.345,2.405,0,
0,9.847,-1.951,13.25,0.613,3.112,0,
0,14.312,-1.801,13.411,0.614,3.048,0,
0,18.173,3.22,12.86,0.581,2.672,0,
0,20.521,8.438,12.958,0.69,5.528,0,
0,16.441,7.039,13.334,0.459,4.647,0,
0,19.654,5.06,12.901,0.355,2.483,0,
0,13.779,6.51,12.74,0.459,4.469,0,
0,16.817,2.37,12.745,0.571,2.864,0,
0.051,16.81,8.144,5.315,0.633,4.319,0,
0.113,22.44,13.973,6.093,0.769,6.266,0,
21.617,18.134,4.049,1.495,0.869,4.988,0,
7.536,10.524,1.814,10.292,0.852,4.541,0,
0,7.771,2.258,6.857,0.683,4.022,0,
0.116,9.311,2.327,7.652,0.699,1.947,0,
0.196,9.441,2.813,10.103,0.834,3.954,0,
0,3.983,-5.416,13.093,0.368,4.793,0,
0,10.38,-3.405,12.598,0.316,3.012,0,
0,15.074,2.346,10.751,0.614,4.177,0,
0.165,16.227,9.784,4.658,0.84,4.006,0,
1.009,19.314,14.524,3.037,0.881,5.097,0,
5.763,18.068,16.318,1.548,0.922,5.393,0,
32.713,18.204,7.422,0.512,0.934,4.956,0,
2.256,12.646,5.598,11.276,0.82,5.141,0,
0,15.478,3.159,12.646,0.646,2.404,0,
0,17.513,6.835,12.482,0.696,3.836,0,
0,17.452,8.998,8.63,0.833,2.689,0,
0.127,13.88,9.523,8.683,0.818,4.301,0,
3.203,10.471,4.229,10.152,0.825,2.576,0,
0.158,8.508,3.725,6.44,0.752,3.271,0,
0.038,9.44,0.759,10.919,0.704,3.92,0,
0,12.85,-0.624,11.499,0.689,2.076,0,
0.12,14.342,4.089,8.605,0.729,3.326,0,
4.858,10.731,3.492,5.248,0.877,4.763,0,
0.003,9.112,-2.523,11.575,0.734,2.239,0,
0,10.803,-1.341,12.733,0.72,1.586,0,
1.315,14.072,3.641,2.584,0.874,6.275,0,
1.39E+00,14.834,0.657,11.762,0.63,5.938,0,
0,7.469,-1.518,10.932,0.717,2.43,0,
0.038,10.732,0.189,12.56,0.838,3.054,0,
1.899,15.477,6.184,2.567,0.917,4.505,0,
3.646,17.314,7.567,11.511,0.748,6.896,0,
0.069,8.889,2.486,12.122,0.463,4.913,0,
0,15.771,1.504,12.896,0.696,4.181,0,
0,19.631,7.014,12.942,0.832,2.952,0,
0.941,16.794,13.086,2.754,0.895,5.636,0,
2.956,18.188,15.277,2.263,0.901,3.661,0,
0.045,17.621,7.384,11.87,0.798,2.777,0,
0,18.301,7.157,13.47,0.817,2.438,0,
0.577,12.736,10.257,2.795,0.889,3.851,0,
24.112,12.289,11.19,1.488,0.955,3.396,0,
12.214,11.613,8.949,2.548,0.948,2.516,0,
28.346,10.186,4.981,2.408,0.924,4.79,0,
0.003,9.447,-1.24,13.415,0.767,3.908,0,
0,16.099,3.902,14.584,0.694,4.212,0,
0,14.592,7.283,10.11,0.63,4.612,0,
1.389,11.189,7.238,2.817,0.891,2.59,0,
1.826,7.676,1.063,2.72,0.87,4.712,0,
2.346,3.922,0.556,1.337,0.888,1.773,0,
13.484,4.188,0.303,0.905,0.944,4.49,0,
8.542,3.503,-0.133,1.189,0.947,2.476,0,
0.245,2.71,-4.605,12.484,0.719,6.692,0,
0,5.331,-5.996,15.348,0.488,2.99,0,
0.014,5.7,-3.452,9.66,0.609,2.687,0,
0.354,8.231,-1.036,8.944,0.88,2.279,0,
0,11.395,0.13,14.852,0.867,3.752,0,
3.97,12.407,7.192,13.537,0.884,4.052,0,
0,11.924,2.034,15.937,0.71,2.746,0,
0.2,7.357,2.788,3.277,0.811,5.513,0,
18.979,4.428,1.276,1.244,0.925,5.759,0,
17.964,1.151,-1.167,1.713,0.933,5.982,0,
0.458,6.228,-4.07,15.126,0.762,3.103,0,
0,7.334,-3.78,13.91,0.816,1.818,0,
0.366,3.899,-1.546,6.742,0.929,2.82,0,
0.204,13.374,1.779,14.471,0.914,3.64,0,
0.73,15.696,9.47,6.877,0.911,4.928,0,
1.122,22.038,13.22,10.373,0.864,5.264,0,
3.155,12.655,-4.101,4.017,0.759,7.513,0,
0.273,5.402,-5.846,15.33,0.471,3.363,0,
0,10.57,-1.578,16.032,0.575,3.653,0,
1.342,21.188,5.154,15.27,0.915,5.96,0,
0,23.536,5.369,17.517,0.802,3.356,0,
0,22.408,11.858,18.231,0.705,5.387,0,
0,24.733,8.166,18.004,0.614,3.761,0,
0,19.064,7.418,18.218,0.737,3.835,0,
0.642,11.937,6.199,5.144,0.906,3.022,0,
0.046,11.092,1,17.624,0.767,4.346,0,
0,12.019,-2.929,19.492,0.488,3.147,0,
0,19.767,3.401,19.099,0.583,3.084,0,
0,23.909,10.749,18.978,0.632,4.8,0,
1.088,18.617,9.663,4.956,0.848,4.207,0,
8.873,8.727,-3.038,13.691,0.791,7.873,0,
0.089,6.078,-7.97,20.186,0.466,4.434,0,
0,11.936,-4.875,18.96,0.423,4.852,0,
1.548,22.865,7.535,13.636,0.816,6.919,0,
0,18.896,-0.081,19.908,0.607,5.753,0,
0.106,17.222,2.338,18.484,0.729,3.647,0,
1.511,23.399,13.055,9.231,0.857,5.336,0,
0.003,20.675,11.473,10.26,0.738,4.435,0,
0,22.125,5.846,18.774,0.622,2.539,0,
0,26.077,9.783,19.152,0.656,2.275,0,
0.633,18.953,9.822,5.707,0.666,4.59,0,
1.358,24.944,8.19,19.378,0.732,5.224,0,
0,19.493,6.802,21.974,0.565,5.13,0,
0,18.433,5.22,20.875,0.473,2.979,0,
0,21.06,8.395,19.616,0.584,3.755,0,
7.938,20.447,16.571,4.841,0.861,5.596,0,
1.397,19.598,7.338,16.337,0.747,6.389,0,
0,15.463,0.563,22.76,0.471,2.909,0,
0.017,18.711,8.352,15.466,0.635,3.663,0,
0.954,24.429,13.235,17.702,0.745,6.203,0,
0,18.341,4.799,22.866,0.554,3.63,0,
0,20.719,6.368,22.744,0.561,3.782,0,
9.489,18.149,13.417,3.271,0.847,4.854,0,
1.15,19.215,5.89,20.831,0.512,5.856,0,
0,15.302,5.313,14.28,0.691,2.672,0,
0.055,20.221,8.529,17.146,0.789,3.155,0,
2.386,16.391,10.624,4.541,0.884,4.114,0,
3.679,23.035,10.905,18.637,0.831,2.511,0,
5.79,17.944,10.866,6.865,0.806,3.191,0,
0.014,17.782,5.768,22.92,0.569,5.232,0,
0,21.932,1.886,22.429,0.683,2.559,0,
0.024,19.878,10.579,9.895,0.732,3.401,0,
3.509,26.155,13.064,21.43,0.799,2.706,0,
16.435,21.02,12.215,7.591,0.847,3.452,0,
0,18.608,5.961,24.003,0.564,3.578,0,
0,22.053,6.073,24.702,0.555,2.576,0,
0.556,21.109,10.077,11.151,0.691,4.614,0,
0.831,28.819,17.576,18.362,0.783,5.39,0,
0,24.404,8.47,25.813,0.442,5.398,0,
0,22.688,6.797,26.075,0.375,3.195,0,
0,26.343,8.313,25.759,0.41,3.401,0,
3.701,22.891,15.983,6.986,0.755,5.397,0,
18.083,20.222,7.679,6.747,0.769,5.811,0,
36.094,8.176,3.12,2.991,0.962,6.04,0,
1.318,16.131,1.91,16.548,0.728,3.897,0,
0,22.913,-0.038,25.726,0.566,1.699,0,
0,27.205,9.685,25.951,0.516,3.42,0,
0.587,23.561,12.669,22.935,0.602,3.424,0,
0.165,20.878,10.232,20.144,0.662,3.685,0,
0,27.059,7.847,25.844,0.696,1.242,0,
0,27.01,10.535,26.57,0.674,1.424,0,
0,27.727,12.549,27.029,0.641,2.076,0,
0,27.207,12.442,26.852,0.565,2.549,0,
0,27.403,15.445,24.939,0.612,3.018,0,
0,28.118,15.423,25.67,0.681,3.691,0,
27.758,25.536,16.739,7.495,0.836,2.631,0,
0.999,18.783,8.596,15.968,0.762,4.362,0,
0.24,18.846,7.57,15.752,0.737,3.87,0,
0,24.444,8.273,26.645,0.613,2.985,0,
0,30.855,7.815,24.919,0.607,1.271,0,
0,25.307,13.909,18.381,0.632,2.985,0,
3.806,23.72,15.571,17.834,0.806,2.322,0,
8.011,22.709,17.563,9.584,0.926,1.86,0,
1.303,24.579,14.498,18.27,0.862,2.342,0,
3.373,26.163,14.806,19.81,0.765,2.03,0,
1.198,28.275,13.772,19.221,0.743,1.784,0,
4.741,27.542,13.63,26.063,0.78,1.726,0,
0.326,31.546,17.586,25.166,0.642,1.494,0,
2.958,27.13,15.639,8.049,0.822,3.311,0,
0.076,25.417,7.665,26.631,0.599,1.732,0,
0,31.244,16.12,27.658,0.596,5.424,0,
0.017,34.281,20.763,26.584,0.622,5.246,0,
24.316,30.866,20.577,6.635,0.777,4.88,0,
2.817,31.693,18.432,11.975,0.873,2.745,0,
4.872,29.785,15.037,26.351,0.694,2.529,0,
11.342,25.507,15.145,15.21,0.895,4.986,0,
117.995,24.27,18.086,11.151,0.946,2.827,0,
0.57,29.36,15.234,23.375,0.807,1.908,0,
0,32.12,17.367,28.161,0.614,2.384,0,
0.652,28.573,16.247,23.758,0.695,2.423,0,
0,29.161,13.257,29.193,0.589,1.819,0,
0.965,25.99,14.245,18.164,0.734,2.166,0,
3.128,24.907,15.356,25.204,0.86,2.665,0,
0.364,30.255,10.193,28.722,0.754,1.593,0,
0.158,34.542,19.149,28.87,0.635,2.971,0,
0,38.446,21.847,29.03,0.608,2.541,0,
0,36.804,20.187,29.081,0.537,2.246,0,
0,34.836,19.978,28.168,0.574,3.017,0,
0.275,31.321,21.162,21.296,0.64,3.198,0,
0.021,33.386,22.438,28.19,0.624,3.932,0,
0,34.306,22.112,28.961,0.578,4.759,0,
0,34.671,21.114,26.234,0.602,3.68,0,
0,35.659,22.598,28.487,0.536,5.37,0,
0,34.791,22.344,21.206,0.567,5.604,0,
0,35.172,20.841,28.589,0.586,3.955,0,
0,34.82,21.781,29.054,0.573,3.632,0,
0,35.231,21.654,29.392,0.554,4.094,0,
0,36.787,23.696,29.394,0.528,4.667,0,
0,38.512,24.752,29.39,0.502,4.816,0,
1.963,36.302,24.567,18.518,0.603,2.836,0,
0.079,29.557,19.643,22.421,0.505,3.235,0,
0,32.836,13.109,28.894,0.519,1.702,0,
